category	ID	term	count	gene	logFC	adj_pval	magma_score
GOMF	GOMF_EXTRACELLULAR_LIGAND_GATED_ION_CHANNEL_ACTIVITY	GOMF_EXTRACELLULAR_LIGAND_GATED_ION_CHANNEL_ACTIVITY	59	ENSRNOG00000000368/ENSRNOG00000001575/ENSRNOG00000006174/ENSRNOG00000010853/ENSRNOG00000002327/ENSRNOG00000014862/ENSRNOG00000045816/ENSRNOG00000060599/ENSRNOG00000006957/ENSRNOG00000019486/ENSRNOG00000008992/ENSRNOG00000049792/ENSRNOG00000003777/ENSRNOG00000030910/ENSRNOG00000055499/ENSRNOG00000007682/ENSRNOG00000002349/ENSRNOG00000008766/ENSRNOG00000002336/ENSRNOG00000001679/ENSRNOG00000005723/ENSRNOG00000001873/ENSRNOG00000013610/ENSRNOG00000061182	20,249,404,253,111	0.001979173	0.010505
HPO	HP_DOWNSLANTED_PALPEBRAL_FISSURES	HP_DOWNSLANTED_PALPEBRAL_FISSURES	451	ENSRNOG00000026171/ENSRNOG00000015133/ENSRNOG00000002353/ENSRNOG00000054331/ENSRNOG00000022372/ENSRNOG00000055382/ENSRNOG00000022938/ENSRNOG00000007127/ENSRNOG00000010572/ENSRNOG00000009867/ENSRNOG00000040297/ENSRNOG00000020670/ENSRNOG00000000648/ENSRNOG00000023661/ENSRNOG00000015143/ENSRNOG00000060544/ENSRNOG00000007894/ENSRNOG00000011208/ENSRNOG00000020706/ENSRNOG00000004493/ENSRNOG00000005151/ENSRNOG00000011909/ENSRNOG00000022391/ENSRNOG00000015816/ENSRNOG00000014528/ENSRNOG00000010853/ENSRNOG00000066471/ENSRNOG00000003848/ENSRNOG00000022419/ENSRNOG00000004542/ENSRNOG00000006957/ENSRNOG00000060615/ENSRNOG00000015189/ENSRNOG00000015383/ENSRNOG00000004181/ENSRNOG00000007472/ENSRNOG00000022166/ENSRNOG00000000885/ENSRNOG00000046366/ENSRNOG00000004016/ENSRNOG00000030101/ENSRNOG00000001689/ENSRNOG00000004118/ENSRNOG00000018909/ENSRNOG00000010680/ENSRNOG00000010993/ENSRNOG00000056184/ENSRNOG00000030880/ENSRNOG00000005985/ENSRNOG00000004831/ENSRNOG00000024085/ENSRNOG00000020470/ENSRNOG00000006864/ENSRNOG00000000875/ENSRNOG00000004560/ENSRNOG00000006632/ENSRNOG00000012899/ENSRNOG00000042855/ENSRNOG00000013933/ENSRNOG00000008591/ENSRNOG00000004826/ENSRNOG00000004150/ENSRNOG00000017105/ENSRNOG00000001875/ENSRNOG00000010957/ENSRNOG00000006048/ENSRNOG00000013481/ENSRNOG00000008533/ENSRNOG00000005330/ENSRNOG00000071170/ENSRNOG00000056458/ENSRNOG00000006792/ENSRNOG00000007106/ENSRNOG00000021614/ENSRNOG00000070996/ENSRNOG00000002349/ENSRNOG00000045918/ENSRNOG00000038140/ENSRNOG00000027869/ENSRNOG00000052704/ENSRNOG00000003116/ENSRNOG00000009545/ENSRNOG00000011553/ENSRNOG00000026672/ENSRNOG00000014576/ENSRNOG00000047296/ENSRNOG00000010027/ENSRNOG00000010188/ENSRNOG00000010153/ENSRNOG00000060542/ENSRNOG00000015474/ENSRNOG00000061484/ENSRNOG00000015756/ENSRNOG00000024043/ENSRNOG00000012850/ENSRNOG00000010008/ENSRNOG00000008996/ENSRNOG00000019249/ENSRNOG00000047019/ENSRNOG00000005007/ENSRNOG00000012568/ENSRNOG00000061367/ENSRNOG00000008635/ENSRNOG00000032048/ENSRNOG00000053234/ENSRNOG00000004676/ENSRNOG00000004574/ENSRNOG00000056659/ENSRNOG00000015237/ENSRNOG00000013780/ENSRNOG00000005076/ENSRNOG00000001931/ENSRNOG00000052840/ENSRNOG00000008749/ENSRNOG00000018349/ENSRNOG00000012258/ENSRNOG00000007404/ENSRNOG00000012148/ENSRNOG00000023148/ENSRNOG00000066252/ENSRNOG00000049221	149,417,858,860,244	0.005485959	0.011026
GOBP	GOBP_CELLULAR_RESPONSE_TO_EXTRACELLULAR_STIMULUS	GOBP_CELLULAR_RESPONSE_TO_EXTRACELLULAR_STIMULUS	210	ENSRNOG00000001260/ENSRNOG00000020513/ENSRNOG00000048315/ENSRNOG00000029528/ENSRNOG00000019425/ENSRNOG00000004400/ENSRNOG00000025164/ENSRNOG00000000164/ENSRNOG00000000299/ENSRNOG00000012957/ENSRNOG00000010747/ENSRNOG00000014666/ENSRNOG00000004172/ENSRNOG00000020552/ENSRNOG00000015852/ENSRNOG00000007728/ENSRNOG00000017905/ENSRNOG00000005614/ENSRNOG00000009131/ENSRNOG00000000917/ENSRNOG00000052113/ENSRNOG00000006305/ENSRNOG00000017601/ENSRNOG00000052025/ENSRNOG00000008180/ENSRNOG00000017801/ENSRNOG00000007284/ENSRNOG00000003745/ENSRNOG00000000655/ENSRNOG00000017673/ENSRNOG00000000853/ENSRNOG00000018233/ENSRNOG00000014385/ENSRNOG00000002265/ENSRNOG00000014256/ENSRNOG00000001548/ENSRNOG00000025239/ENSRNOG00000017854/ENSRNOG00000017417/ENSRNOG00000000034/ENSRNOG00000001189/ENSRNOG00000004972/ENSRNOG00000009850/ENSRNOG00000009040/ENSRNOG00000020480/ENSRNOG00000002440/ENSRNOG00000033261/ENSRNOG00000002911/ENSRNOG00000005479/ENSRNOG00000020716/ENSRNOG00000014008/ENSRNOG00000003807/ENSRNOG00000003897/ENSRNOG00000014333/ENSRNOG00000017783/ENSRNOG00000010643/ENSRNOG00000060237/ENSRNOG00000016827/ENSRNOG00000018693/ENSRNOG00000049560/ENSRNOG00000009565	-139,926,700,099,636	0.033978163	0.01117
HPO	HP_RECEPTIVE_LANGUAGE_DELAY	HP_RECEPTIVE_LANGUAGE_DELAY	56	ENSRNOG00000010572/ENSRNOG00000022343/ENSRNOG00000007242/ENSRNOG00000006957/ENSRNOG00000005985/ENSRNOG00000013933/ENSRNOG00000008533/ENSRNOG00000021614/ENSRNOG00000061080/ENSRNOG00000045918/ENSRNOG00000011553/ENSRNOG00000014576/ENSRNOG00000047296/ENSRNOG00000008996/ENSRNOG00000012568/ENSRNOG00000053234/ENSRNOG00000005076/ENSRNOG00000052840/ENSRNOG00000007404/ENSRNOG00000049221/ENSRNOG00000017462/ENSRNOG00000031136/ENSRNOG00000003302/ENSRNOG00000004269/ENSRNOG00000009585/ENSRNOG00000011073/ENSRNOG00000054508/ENSRNOG00000002914/ENSRNOG00000010488/ENSRNOG00000012942/ENSRNOG00000001408	175,529,592,910,605	0.028118277	0.011246
GOBP	GOBP_T_CELL_ACTIVATION	GOBP_T_CELL_ACTIVATION	375	ENSRNOG00000004649/ENSRNOG00000014156/ENSRNOG00000016995/ENSRNOG00000014287/ENSRNOG00000028353/ENSRNOG00000013240/ENSRNOG00000053813/ENSRNOG00000002969/ENSRNOG00000000321/ENSRNOG00000015076/ENSRNOG00000014297/ENSRNOG00000051015/ENSRNOG00000043077/ENSRNOG00000026085/ENSRNOG00000062573/ENSRNOG00000065643/ENSRNOG00000006167/ENSRNOG00000018359/ENSRNOG00000013820/ENSRNOG00000037227/ENSRNOG00000001250/ENSRNOG00000023664/ENSRNOG00000001296/ENSRNOG00000014624/ENSRNOG00000024277/ENSRNOG00000054172/ENSRNOG00000004517/ENSRNOG00000003992/ENSRNOG00000010283/ENSRNOG00000016967/ENSRNOG00000060694/ENSRNOG00000003170/ENSRNOG00000053332/ENSRNOG00000022540/ENSRNOG00000001704/ENSRNOG00000054954/ENSRNOG00000010906/ENSRNOG00000005917/ENSRNOG00000014395/ENSRNOG00000023209/ENSRNOG00000003520/ENSRNOG00000000299/ENSRNOG00000028629/ENSRNOG00000015480/ENSRNOG00000008822/ENSRNOG00000029662/ENSRNOG00000006952/ENSRNOG00000058422/ENSRNOG00000020884/ENSRNOG00000020465/ENSRNOG00000015124/ENSRNOG00000026702/ENSRNOG00000021082/ENSRNOG00000016378/ENSRNOG00000016575/ENSRNOG00000009427/ENSRNOG00000013554/ENSRNOG00000009131/ENSRNOG00000047035/ENSRNOG00000031058/ENSRNOG00000027811/ENSRNOG00000015079/ENSRNOG00000057058/ENSRNOG00000006860/ENSRNOG00000005067/ENSRNOG00000005355/ENSRNOG00000006604/ENSRNOG00000019614/ENSRNOG00000018255/ENSRNOG00000019742/ENSRNOG00000065264/ENSRNOG00000008816/ENSRNOG00000010278/ENSRNOG00000017418/ENSRNOG00000038877/ENSRNOG00000016451/ENSRNOG00000052499/ENSRNOG00000009495/ENSRNOG00000004409/ENSRNOG00000005352/ENSRNOG00000017699/ENSRNOG00000012681/ENSRNOG00000008180/ENSRNOG00000016119/ENSRNOG00000007663/ENSRNOG00000046196/ENSRNOG00000030118/ENSRNOG00000059073/ENSRNOG00000016069/ENSRNOG00000010319/ENSRNOG00000000805/ENSRNOG00000050430/ENSRNOG00000066773/ENSRNOG00000030124/ENSRNOG00000000655/ENSRNOG00000006932/ENSRNOG00000004737/ENSRNOG00000001302/ENSRNOG00000017123/ENSRNOG00000000853/ENSRNOG00000036711/ENSRNOG00000004003/ENSRNOG00000033235/ENSRNOG00000017469/ENSRNOG00000050519/ENSRNOG00000046452/ENSRNOG00000009385/ENSRNOG00000009535/ENSRNOG00000058646/ENSRNOG00000019057/ENSRNOG00000020679/ENSRNOG00000047647/ENSRNOG00000014011/ENSRNOG00000009884/ENSRNOG00000015310/ENSRNOG00000009468/ENSRNOG00000009982/ENSRNOG00000023109/ENSRNOG00000061739/ENSRNOG00000014464/ENSRNOG00000058478/ENSRNOG00000015668/ENSRNOG00000007261/ENSRNOG00000013340/ENSRNOG00000069521/ENSRNOG00000019374/ENSRNOG00000014294/ENSRNOG00000057347/ENSRNOG00000000569/ENSRNOG00000009354/ENSRNOG00000015894/ENSRNOG00000002309/ENSRNOG00000013265/ENSRNOG00000009694/ENSRNOG00000049491/ENSRNOG00000036798/ENSRNOG00000014333/ENSRNOG00000033215/ENSRNOG00000014605/ENSRNOG00000019675/ENSRNOG00000016219/ENSRNOG00000020640/ENSRNOG00000016957/ENSRNOG00000031443/ENSRNOG00000018735/ENSRNOG00000007350/ENSRNOG00000018566/ENSRNOG00000024931/ENSRNOG00000013963/ENSRNOG00000031163/ENSRNOG00000017980/ENSRNOG00000056836/ENSRNOG00000021100/ENSRNOG00000017560/ENSRNOG00000020369/ENSRNOG00000011054/ENSRNOG00000012881/ENSRNOG00000036829/ENSRNOG00000054251	-208,851,090,299,325	3,21E+04	0.011477
GOCC	GOCC_SYNAPTIC_MEMBRANE	GOCC_SYNAPTIC_MEMBRANE	351	ENSRNOG00000011803/ENSRNOG00000008237/ENSRNOG00000033099/ENSRNOG00000010744/ENSRNOG00000000936/ENSRNOG00000000368/ENSRNOG00000028879/ENSRNOG00000029012/ENSRNOG00000063400/ENSRNOG00000001575/ENSRNOG00000039544/ENSRNOG00000016062/ENSRNOG00000011208/ENSRNOG00000009726/ENSRNOG00000004013/ENSRNOG00000006174/ENSRNOG00000010853/ENSRNOG00000057848/ENSRNOG00000005662/ENSRNOG00000002327/ENSRNOG00000014862/ENSRNOG00000045816/ENSRNOG00000070777/ENSRNOG00000060599/ENSRNOG00000006957/ENSRNOG00000016538/ENSRNOG00000065255/ENSRNOG00000007038/ENSRNOG00000010526/ENSRNOG00000014686/ENSRNOG00000016429/ENSRNOG00000009264/ENSRNOG00000009253/ENSRNOG00000046366/ENSRNOG00000014290/ENSRNOG00000019486/ENSRNOG00000008992/ENSRNOG00000005985/ENSRNOG00000018674/ENSRNOG00000049792/ENSRNOG00000026432/ENSRNOG00000021013/ENSRNOG00000007090/ENSRNOG00000005550/ENSRNOG00000003777/ENSRNOG00000026705/ENSRNOG00000042478/ENSRNOG00000022635/ENSRNOG00000013042/ENSRNOG00000030910/ENSRNOG00000048449/ENSRNOG00000014006/ENSRNOG00000032576/ENSRNOG00000046741/ENSRNOG00000055499/ENSRNOG00000049959/ENSRNOG00000007682/ENSRNOG00000002349/ENSRNOG00000003800/ENSRNOG00000064362/ENSRNOG00000014248/ENSRNOG00000010406/ENSRNOG00000015334/ENSRNOG00000003288/ENSRNOG00000004276/ENSRNOG00000008766/ENSRNOG00000008479/ENSRNOG00000012424/ENSRNOG00000004067/ENSRNOG00000009522/ENSRNOG00000043085/ENSRNOG00000011231/ENSRNOG00000026466/ENSRNOG00000002336/ENSRNOG00000001679/ENSRNOG00000006784/ENSRNOG00000015148/ENSRNOG00000054371/ENSRNOG00000056643/ENSRNOG00000070368/ENSRNOG00000005723/ENSRNOG00000013389/ENSRNOG00000016877/ENSRNOG00000001873/ENSRNOG00000013610/ENSRNOG00000009029/ENSRNOG00000005711	135,545,986,586,952	0.026331746	0.011711
GOCC	GOCC_CILIARY_PLASM	GOCC_CILIARY_PLASM	115	ENSRNOG00000024468/ENSRNOG00000006999/ENSRNOG00000011440/ENSRNOG00000011829/ENSRNOG00000054331/ENSRNOG00000011028/ENSRNOG00000004171/ENSRNOG00000057867/ENSRNOG00000007127/ENSRNOG00000025787/ENSRNOG00000007046/ENSRNOG00000051291/ENSRNOG00000004520/ENSRNOG00000001758/ENSRNOG00000003955/ENSRNOG00000024494/ENSRNOG00000024905/ENSRNOG00000027630/ENSRNOG00000052688/ENSRNOG00000005151/ENSRNOG00000015816/ENSRNOG00000054475/ENSRNOG00000047194/ENSRNOG00000016545/ENSRNOG00000032070/ENSRNOG00000002976/ENSRNOG00000009032/ENSRNOG00000019474/ENSRNOG00000023627/ENSRNOG00000001689/ENSRNOG00000017473/ENSRNOG00000026964/ENSRNOG00000008492/ENSRNOG00000018905/ENSRNOG00000060984/ENSRNOG00000015590/ENSRNOG00000004415/ENSRNOG00000058916/ENSRNOG00000017178/ENSRNOG00000012761/ENSRNOG00000009336/ENSRNOG00000010608/ENSRNOG00000017913/ENSRNOG00000048363/ENSRNOG00000026296/ENSRNOG00000013734/ENSRNOG00000020430/ENSRNOG00000021109/ENSRNOG00000006899/ENSRNOG00000015101/ENSRNOG00000049696/ENSRNOG00000051510/ENSRNOG00000048035/ENSRNOG00000007485/ENSRNOG00000019039/ENSRNOG00000027374/ENSRNOG00000005451/ENSRNOG00000008807/ENSRNOG00000059401/ENSRNOG00000017690/ENSRNOG00000047712	272,450,109,116,525	5,32E-01	0.011805
GOBP	GOBP_MACROPHAGE_APOPTOTIC_PROCESS	GOBP_MACROPHAGE_APOPTOTIC_PROCESS	11	ENSRNOG00000049115/ENSRNOG00000017414/ENSRNOG00000029242/ENSRNOG00000012576/ENSRNOG00000018566	-207,609,344,593,981	0.002054582	0.014972
GOBP	GOBP_AXONEME_ASSEMBLY	GOBP_AXONEME_ASSEMBLY	67	ENSRNOG00000006114/ENSRNOG00000006999/ENSRNOG00000011440/ENSRNOG00000058275/ENSRNOG00000057867/ENSRNOG00000056996/ENSRNOG00000025787/ENSRNOG00000024905/ENSRNOG00000052688/ENSRNOG00000059715/ENSRNOG00000054475/ENSRNOG00000008775/ENSRNOG00000059348/ENSRNOG00000026217/ENSRNOG00000002976/ENSRNOG00000009032/ENSRNOG00000019474/ENSRNOG00000023627/ENSRNOG00000017473/ENSRNOG00000026964/ENSRNOG00000038600/ENSRNOG00000025860/ENSRNOG00000018905/ENSRNOG00000060984/ENSRNOG00000015590/ENSRNOG00000021602/ENSRNOG00000010141/ENSRNOG00000004415/ENSRNOG00000058916/ENSRNOG00000017178/ENSRNOG00000021312/ENSRNOG00000048363/ENSRNOG00000013734/ENSRNOG00000021109/ENSRNOG00000039315/ENSRNOG00000027617/ENSRNOG00000010078/ENSRNOG00000049696/ENSRNOG00000057862/ENSRNOG00000054900/ENSRNOG00000005233/ENSRNOG00000027374/ENSRNOG00000028075/ENSRNOG00000008807/ENSRNOG00000059401/ENSRNOG00000049596/ENSRNOG00000047712/ENSRNOG00000019020/ENSRNOG00000009061/ENSRNOG00000024523	285,528,681,409,747	1,23E+01	0.015048
GOBP	GOBP_REGULATION_OF_MICROTUBULE_BASED_PROCESS	GOBP_REGULATION_OF_MICROTUBULE_BASED_PROCESS	223	ENSRNOG00000016187/ENSRNOG00000006114/ENSRNOG00000024468/ENSRNOG00000026171/ENSRNOG00000039024/ENSRNOG00000011440/ENSRNOG00000006340/ENSRNOG00000018815/ENSRNOG00000024798/ENSRNOG00000001758/ENSRNOG00000005540/ENSRNOG00000036911/ENSRNOG00000022845/ENSRNOG00000024905/ENSRNOG00000007894/ENSRNOG00000022343/ENSRNOG00000007286/ENSRNOG00000031092/ENSRNOG00000002376/ENSRNOG00000016364/ENSRNOG00000020891/ENSRNOG00000017035/ENSRNOG00000008492/ENSRNOG00000009935/ENSRNOG00000012964/ENSRNOG00000010999/ENSRNOG00000020701/ENSRNOG00000018905/ENSRNOG00000027136/ENSRNOG00000005868/ENSRNOG00000001247/ENSRNOG00000050658/ENSRNOG00000015590/ENSRNOG00000034177/ENSRNOG00000008663/ENSRNOG00000004415/ENSRNOG00000007246/ENSRNOG00000058916/ENSRNOG00000012149/ENSRNOG00000033790/ENSRNOG00000036658/ENSRNOG00000009336/ENSRNOG00000010771/ENSRNOG00000027204/ENSRNOG00000002271/ENSRNOG00000012137/ENSRNOG00000045568/ENSRNOG00000007706/ENSRNOG00000049696/ENSRNOG00000007483/ENSRNOG00000006505/ENSRNOG00000016047/ENSRNOG00000000417/ENSRNOG00000012799/ENSRNOG00000056659/ENSRNOG00000009372/ENSRNOG00000005451/ENSRNOG00000059401/ENSRNOG00000025473/ENSRNOG00000017690/ENSRNOG00000004939	160,601,406,437,373	0.002878919	0.01517
GOBP	GOBP_REGULATION_OF_LEUKOCYTE_MEDIATED_CYTOTOXICITY	GOBP_REGULATION_OF_LEUKOCYTE_MEDIATED_CYTOTOXICITY	55	ENSRNOG00000001296/ENSRNOG00000003992/ENSRNOG00000054954/ENSRNOG00000058422/ENSRNOG00000020465/ENSRNOG00000047035/ENSRNOG00000033772/ENSRNOG00000016451/ENSRNOG00000017699/ENSRNOG00000012681/ENSRNOG00000019202/ENSRNOG00000018509/ENSRNOG00000050430/ENSRNOG00000000655/ENSRNOG00000017123/ENSRNOG00000046452/ENSRNOG00000020679/ENSRNOG00000009468/ENSRNOG00000061739/ENSRNOG00000019728/ENSRNOG00000019629/ENSRNOG00000020845/ENSRNOG00000033215/ENSRNOG00000031443/ENSRNOG00000036829	-19,782,659,402,874	0.000876117	0.015493
GOBP	GOBP_IMMUNE_RESPONSE_REGULATING_CELL_SURFACE_RECEPTOR_SIGNALING_PATHWAY	GOBP_IMMUNE_RESPONSE_REGULATING_CELL_SURFACE_RECEPTOR_SIGNALING_PATHWAY	192	ENSRNOG00000008174/ENSRNOG00000009131/ENSRNOG00000027811/ENSRNOG00000054274/ENSRNOG00000057058/ENSRNOG00000006860/ENSRNOG00000006604/ENSRNOG00000019614/ENSRNOG00000017418/ENSRNOG00000015019/ENSRNOG00000030888/ENSRNOG00000011762/ENSRNOG00000038877/ENSRNOG00000013967/ENSRNOG00000009495/ENSRNOG00000017699/ENSRNOG00000008180/ENSRNOG00000017737/ENSRNOG00000050430/ENSRNOG00000008048/ENSRNOG00000016346/ENSRNOG00000000655/ENSRNOG00000001425/ENSRNOG00000046452/ENSRNOG00000016611/ENSRNOG00000009535/ENSRNOG00000000704/ENSRNOG00000001747/ENSRNOG00000009912/ENSRNOG00000019057/ENSRNOG00000009211/ENSRNOG00000012965/ENSRNOG00000023109/ENSRNOG00000061739/ENSRNOG00000052407/ENSRNOG00000017020/ENSRNOG00000003705/ENSRNOG00000018524/ENSRNOG00000019374/ENSRNOG00000014294/ENSRNOG00000020845/ENSRNOG00000001908/ENSRNOG00000021199/ENSRNOG00000036798/ENSRNOG00000033215/ENSRNOG00000010691/ENSRNOG00000046683/ENSRNOG00000031163/ENSRNOG00000011054/ENSRNOG00000036829/ENSRNOG00000054251	-163,027,697,269,898	0.002381765	0.015665
GOBP	GOBP_RESPONSE_TO_RETINOIC_ACID	GOBP_RESPONSE_TO_RETINOIC_ACID	88	ENSRNOG00000012999/ENSRNOG00000016299/ENSRNOG00000015982/ENSRNOG00000009446/ENSRNOG00000003517/ENSRNOG00000003845/ENSRNOG00000013717/ENSRNOG00000015076/ENSRNOG00000014372/ENSRNOG00000037227/ENSRNOG00000053370/ENSRNOG00000022784/ENSRNOG00000018126/ENSRNOG00000014751/ENSRNOG00000063590/ENSRNOG00000016695/ENSRNOG00000020173/ENSRNOG00000001312/ENSRNOG00000008168/ENSRNOG00000018461/ENSRNOG00000020602/ENSRNOG00000017699/ENSRNOG00000008180/ENSRNOG00000016119/ENSRNOG00000016750/ENSRNOG00000016374/ENSRNOG00000002607/ENSRNOG00000011648/ENSRNOG00000005933/ENSRNOG00000004210/ENSRNOG00000003066/ENSRNOG00000032919/ENSRNOG00000003807/ENSRNOG00000003897/ENSRNOG00000016957/ENSRNOG00000008855/ENSRNOG00000055049/ENSRNOG00000007637/ENSRNOG00000014064	-195,701,227,745,756	0.000369086	0.01591
GOBP	GOBP_REGULATION_OF_PROTEIN_CATABOLIC_PROCESS	GOBP_REGULATION_OF_PROTEIN_CATABOLIC_PROCESS	362	ENSRNOG00000017730/ENSRNOG00000015308/ENSRNOG00000006302/ENSRNOG00000059714/ENSRNOG00000012026/ENSRNOG00000028415/ENSRNOG00000003452/ENSRNOG00000020423/ENSRNOG00000004649/ENSRNOG00000051669/ENSRNOG00000009683/ENSRNOG00000004332/ENSRNOG00000014204/ENSRNOG00000020573/ENSRNOG00000046705/ENSRNOG00000028103/ENSRNOG00000066088/ENSRNOG00000025053/ENSRNOG00000014218/ENSRNOG00000002919/ENSRNOG00000046799/ENSRNOG00000018359/ENSRNOG00000000123/ENSRNOG00000002516/ENSRNOG00000020102/ENSRNOG00000019390/ENSRNOG00000017434/ENSRNOG00000015953/ENSRNOG00000004107/ENSRNOG00000006328/ENSRNOG00000058841/ENSRNOG00000012937/ENSRNOG00000017382/ENSRNOG00000015206/ENSRNOG00000003784/ENSRNOG00000005276/ENSRNOG00000016967/ENSRNOG00000039593/ENSRNOG00000008400/ENSRNOG00000019425/ENSRNOG00000019891/ENSRNOG00000005376/ENSRNOG00000018673/ENSRNOG00000019933/ENSRNOG00000055226/ENSRNOG00000032917/ENSRNOG00000028629/ENSRNOG00000011414/ENSRNOG00000031827/ENSRNOG00000037137/ENSRNOG00000014633/ENSRNOG00000007822/ENSRNOG00000004814/ENSRNOG00000015461/ENSRNOG00000019506/ENSRNOG00000055756/ENSRNOG00000019246/ENSRNOG00000015794/ENSRNOG00000039417/ENSRNOG00000015857/ENSRNOG00000007034/ENSRNOG00000016575/ENSRNOG00000001719/ENSRNOG00000049517/ENSRNOG00000013023/ENSRNOG00000018808/ENSRNOG00000020417/ENSRNOG00000030888/ENSRNOG00000020602/ENSRNOG00000008987/ENSRNOG00000016460/ENSRNOG00000001223/ENSRNOG00000052620/ENSRNOG00000013358/ENSRNOG00000013286/ENSRNOG00000014230/ENSRNOG00000009439/ENSRNOG00000030118/ENSRNOG00000028930/ENSRNOG00000010362/ENSRNOG00000014293/ENSRNOG00000004303/ENSRNOG00000025254/ENSRNOG00000068183/ENSRNOG00000020474/ENSRNOG00000007234/ENSRNOG00000002607/ENSRNOG00000019666/ENSRNOG00000004100/ENSRNOG00000018289/ENSRNOG00000018796/ENSRNOG00000018515/ENSRNOG00000016309/ENSRNOG00000001548/ENSRNOG00000025239/ENSRNOG00000017417/ENSRNOG00000016103/ENSRNOG00000026260/ENSRNOG00000023529/ENSRNOG00000011238/ENSRNOG00000007984/ENSRNOG00000068687/ENSRNOG00000016496/ENSRNOG00000008373/ENSRNOG00000019041/ENSRNOG00000004252/ENSRNOG00000001235/ENSRNOG00000018524/ENSRNOG00000045670/ENSRNOG00000010038/ENSRNOG00000039848/ENSRNOG00000005577/ENSRNOG00000007769/ENSRNOG00000013578/ENSRNOG00000018454/ENSRNOG00000017930/ENSRNOG00000015385/ENSRNOG00000006500/ENSRNOG00000047545/ENSRNOG00000003951/ENSRNOG00000018780/ENSRNOG00000048812/ENSRNOG00000007955/ENSRNOG00000005195/ENSRNOG00000010208/ENSRNOG00000056836/ENSRNOG00000011054	-155,973,640,042,725	0.000952207	0.01653
GOBP	GOBP_LYMPHOCYTE_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	GOBP_LYMPHOCYTE_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	150	ENSRNOG00000020652/ENSRNOG00000009427/ENSRNOG00000009131/ENSRNOG00000059984/ENSRNOG00000002365/ENSRNOG00000019742/ENSRNOG00000010278/ENSRNOG00000017869/ENSRNOG00000052499/ENSRNOG00000012865/ENSRNOG00000012681/ENSRNOG00000007663/ENSRNOG00000010319/ENSRNOG00000000655/ENSRNOG00000036711/ENSRNOG00000033235/ENSRNOG00000017469/ENSRNOG00000011500/ENSRNOG00000046452/ENSRNOG00000020679/ENSRNOG00000009884/ENSRNOG00000008133/ENSRNOG00000026989/ENSRNOG00000015668/ENSRNOG00000002309/ENSRNOG00000019629/ENSRNOG00000049491/ENSRNOG00000033215/ENSRNOG00000010522/ENSRNOG00000014605/ENSRNOG00000020640/ENSRNOG00000031443/ENSRNOG00000018735/ENSRNOG00000031163/ENSRNOG00000014171/ENSRNOG00000017980/ENSRNOG00000017560/ENSRNOG00000012881/ENSRNOG00000036829/ENSRNOG00000010266	-165,730,963,706,121	0.003229449	0.017709
GOBP	GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_OR_POLYSACCHARIDE_ANTIGEN_VIA_MHC_CLASS_II	GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_OR_POLYSACCHARIDE_ANTIGEN_VIA_MHC_CLASS_II	23	ENSRNOG00000019708/ENSRNOG00000007089/ENSRNOG00000066773/ENSRNOG00000017123/ENSRNOG00000046452/ENSRNOG00000020206/ENSRNOG00000006963/ENSRNOG00000013578/ENSRNOG00000019387/ENSRNOG00000049491/ENSRNOG00000033215/ENSRNOG00000019675/ENSRNOG00000018735/ENSRNOG00000018566/ENSRNOG00000021157	-235,015,552,814,961	2,96E+09	0.018117
HPO	HP_ABNORMAL_ERYTHROCYTE_ENZYME_LEVEL	HP_ABNORMAL_ERYTHROCYTE_ENZYME_LEVEL	33	ENSRNOG00000037897/ENSRNOG00000048927/ENSRNOG00000064917/ENSRNOG00000014272/ENSRNOG00000010189/ENSRNOG00000033625/ENSRNOG00000015206/ENSRNOG00000033058/ENSRNOG00000018320/ENSRNOG00000008555/ENSRNOG00000021035/ENSRNOG00000019106/ENSRNOG00000026260/ENSRNOG00000023529/ENSRNOG00000008373/ENSRNOG00000008140/ENSRNOG00000016961/ENSRNOG00000000490/ENSRNOG00000004214/ENSRNOG00000020674	-198,151,626,685,543	0.00537081	0.019117
KEGG	KEGG_BETA_ALANINE_METABOLISM	KEGG_BETA_ALANINE_METABOLISM	20	ENSRNOG00000064647/ENSRNOG00000024629/ENSRNOG00000027739/ENSRNOG00000002342/ENSRNOG00000002636/ENSRNOG00000001770/ENSRNOG00000004027/ENSRNOG00000014645/ENSRNOG00000009845	-187,931,416,095,916	0.014133777	0.019655
